"Crowdsourced data on dried cannabis prices, use, and consumption",,,,,,,,
"The application was launched January 25, 2018. Data are being collected continuously and will be made available as new information comes in.",,,,,,,,
SubDate,Price,Quantity,Quality,City,Province,Reason,Usage,Consumption
25/01/2018,15,1,Medium,Torbay,NL,Medicate legally,Weekly,2
25/01/2018,5.892857143,28,Medium,St. John's,NL,Medicate illegally,Daily,1
25/01/2018,6.428571429,14,High,St. John's,NL,Medicate illegally,Daily,1
25/01/2018,7.142857143,28,High,St. John's,NL,Medicate illegally,Daily,1
25/01/2018,10,12,Medium,St. John's,NL,Recreate illegally,Daily,22
25/01/2018,10,1,Low,St. John's,NL,Recreate illegally,Yearly,5
25/01/2018,8.5,5,High,Charlottetown,PE,Medicate legally,Daily,1
25/01/2018,9,1,High,Queens,NS,Recreate illegally,Daily,1
25/01/2018,7.142857143,14,Medium,Middleton,NS,Medicate illegally,Weekly,2
25/01/2018,8,1,Medium,Halifax,NS,Medicate legally,,0
25/01/2018,10,0.0001,High,Halifax,NS,Medicate legally,,0
25/01/2018,7.142857143,28,Medium,Halifax,NS,Recreate illegally,,0
25/01/2018,3.535714286,28,Medium,Halifax,NS,Medicate illegally,Daily,1
25/01/2018,10,1,High,Halifax,NS,Recreate illegally,Monthly,3
25/01/2018,5.357142857,28,Medium,Saint John,NB,Recreate illegally,,0
25/01/2018,6,1,High,Saint John,NB,Medicate legally,Daily,1
25/01/2018,11.42857143,3.5,Medium,Gagetown,NB,Medicate illegally,Daily,1
25/01/2018,2.857142857,28,High,Moncton,NB,Recreate illegally,Daily,1
25/01/2018,5,1,High,Moncton,NB,Recreate illegally,Weekly,2
25/01/2018,2.857142857,28,Medium,Richibucto,NB,Recreate illegally,Daily,1
25/01/2018,10,1,Low,Fredericton,NB,Recreate illegally,,0
25/01/2018,5.714285714,28,High,Fredericton,NB,Recreate illegally,,0
25/01/2018,7.142857143,28,Medium,Fredericton,NB,Recreate illegally,Yearly,5
25/01/2018,3.928571429,28,High,Edmundston,NB,Medicate illegally,Daily,1
25/01/2018,10.71428571,7,Medium,Edmundston,NB,Recreate illegally,Monthly,3
25/01/2018,6,1,Medium,Edmundston,NB,Recreate illegally,Monthly,3
25/01/2018,6.428571429,7,High,Campbellton,NB,Recreate illegally,Daily,1
25/01/2018,5.714285714,3.5,Low,Tracadie,NB,Medicate legally,Daily,1
25/01/2018,5,28,Medium,Shippagan,NB,Recreate illegally,Daily,1
25/01/2018,2.857142857,3.5,High,Shippagan,NB,Recreate illegally,Daily,1
25/01/2018,8.571428571,3.5,High,Shippagan,NB,Recreate illegally,Yearly,5
25/01/2018,7.142857143,28,High,Grande-Riviere,QC,Recreate illegally,Weekly,2
25/01/2018,5.714285714,28,Medium,Chandler,QC,Medicate illegally,Daily,1
25/01/2018,5.714285714,28,High,Chandler,QC,Recreate illegally,Daily,1
25/01/2018,5,28,High,Chandler,QC,Recreate illegally,Daily,1
25/01/2018,7.142857143,3.5,Medium,Chandler,QC,Recreate illegally,Weekly,2
25/01/2018,7.142857143,3.5,High,Port-Daniel--Gascons,QC,Recreate illegally,Weekly,2
25/01/2018,4.464285714,28,Medium,Gaspe,QC,Recreate illegally,Daily,1
25/01/2018,6.071428571,28,,New Richmond,QC,Recreate illegally,Daily,1
25/01/2018,4.285714286,7,Medium,Carleton-Sur-Mer,QC,Recreate illegally,Weekly,2
25/01/2018,6.071428571,28,High,Les Hauteurs,QC,Recreate illegally,Weekly,2
25/01/2018,5.714285714,7,Medium,Mont-Joli,QC,Recreate illegally,Daily,1
25/01/2018,3.071428571,28,High,Rimouski,QC,Medicate illegally,,0
25/01/2018,3.928571429,28,High,Rimouski,QC,Recreate illegally,,0
25/01/2018,5,1,High,Rimouski,QC,Recreate illegally,,0
25/01/2018,6.428571429,7,High,Rimouski,QC,Medicate illegally,Daily,1
25/01/2018,4.464285714,28,Low,Rimouski,QC,Recreate illegally,Daily,1
25/01/2018,3.571428571,28,Medium,Rimouski,QC,Recreate illegally,Daily,1
25/01/2018,3.571428571,28,High,Rimouski,QC,Recreate illegally,Daily,1
25/01/2018,6.428571429,7,High,Rimouski,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,3.5,High,Rimouski,QC,Recreate illegally,Daily,1
25/01/2018,2.678571429,28,Medium,Rimouski,QC,Recreate illegally,Weekly,2
25/01/2018,3.714285714,3.5,High,Rimouski,QC,Recreate illegally,Weekly,2
25/01/2018,7.142857143,7,High,Rimouski,QC,Medicate illegally,Monthly,3
25/01/2018,7.142857143,14,High,Rimouski,QC,Recreate illegally,Monthly,3
25/01/2018,7.142857143,3.5,High,Rimouski,QC,Medicate illegally,Yearly,5
25/01/2018,5.714285714,3.5,Medium,Rimouski,QC,Recreate illegally,Yearly,5
25/01/2018,10,1,Medium,Rimouski,QC,Recreate illegally,Yearly,5
25/01/2018,3.571428571,14,Medium,Riviere-Du-Loup,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,3.5,Medium,Riviere-Du-Loup,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,14,Medium,Riviere-Du-Loup,QC,Recreate illegally,Daily,1
25/01/2018,4.285714286,28,High,La Pocatiere,QC,Recreate illegally,Daily,16
25/01/2018,5,28,High,La Pocatiere,QC,Recreate illegally,Monthly,3
25/01/2018,5,7,Medium,La Malbaie,QC,Recreate illegally,Monthly,3
25/01/2018,4.285714286,28,Medium,Baie-Sainte-Catherine,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,28,High,Baie-Saint-Paul,QC,Recreate illegally,,0
25/01/2018,4.285714286,7,High,Baie-Saint-Paul,QC,Recreate illegally,,0
25/01/2018,5.714285714,3.5,High,Baie-Saint-Paul,QC,Recreate illegally,Daily,1
25/01/2018,3.571428571,28,High,Cap-Saint-Ignace,QC,Recreate illegally,Daily,1
25/01/2018,3.571428571,28,Medium,Montmagny,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,28,High,Saint-Leon-De-Standon,QC,Recreate illegally,Weekly,2
25/01/2018,4.107142857,28,High,Sainte-Anne-De-Beaupre,QC,Recreate illegally,Daily,1
25/01/2018,5,28,High,Boischatel,QC,Recreate illegally,Daily,1
25/01/2018,2.857142857,7,Medium,Stoneham-Et-Tewkesbury,QC,Recreate illegally,Daily,36
25/01/2018,4,28,High,Stoneham-Et-Tewkesbury,QC,Recreate illegally,Daily,1
25/01/2018,4.107142857,28,High,Stoneham-Et-Tewkesbury,QC,Recreate illegally,Daily,114
25/01/2018,5,28,High,Stoneham-Et-Tewkesbury,QC,Recreate illegally,Weekly,2
25/01/2018,6.428571429,14,High,Lac-Beauport,QC,Medicate illegally,Daily,1
25/01/2018,5.714285714,3.5,Medium,Lac-Beauport,QC,Recreate illegally,Daily,20
25/01/2018,5.714285714,7,High,Lac-Beauport,QC,Recreate illegally,Weekly,2
25/01/2018,5.714285714,7,High,Lac-Beauport,QC,Recreate illegally,Yearly,5
25/01/2018,5.714285714,3.5,Medium,Sainte-Brigitte-De-Laval,QC,Recreate illegally,,0
25/01/2018,5,28,High,Sainte-Brigitte-De-Laval,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,3.5,Medium,Quebec,QC,Medicate legally,,0
25/01/2018,5.714285714,3.5,Medium,Quebec,QC,Medicate illegally,,0
25/01/2018,5.714285714,7,Medium,Quebec,QC,Medicate illegally,,0
25/01/2018,5.714285714,3.5,Medium,Quebec,QC,Medicate illegally,,0
25/01/2018,5.714285714,28,High,Quebec,QC,Medicate illegally,,0
25/01/2018,4.285714286,28,High,Quebec,QC,Medicate illegally,,0
25/01/2018,4.642857143,28,High,Quebec,QC,Medicate illegally,,0
25/01/2018,4.910714286,112,High,Quebec,QC,Medicate illegally,,0
25/01/2018,4.464285714,28,High,Quebec,QC,Medicate illegally,,0
25/01/2018,6.428571429,14,High,Quebec,QC,Medicate illegally,,0
25/01/2018,2.142857143,14,Low,Quebec,QC,Recreate illegally,,0
25/01/2018,5.714285714,3.5,Medium,Quebec,QC,Recreate illegally,,0
25/01/2018,15,1,Medium,Quebec,QC,Recreate illegally,,0
25/01/2018,5.714285714,3.5,Medium,Quebec,QC,Recreate illegally,,0
25/01/2018,5,28,Medium,Quebec,QC,Recreate illegally,,0
25/01/2018,5.714285714,3.5,Medium,Quebec,QC,Recreate illegally,,0
25/01/2018,4,100,Medium,Quebec,QC,Recreate illegally,,0
25/01/2018,10,1,Medium,Quebec,QC,Recreate illegally,,0
25/01/2018,5,28,Medium,Quebec,QC,Recreate illegally,,0
25/01/2018,7.142857143,3.5,Medium,Quebec,QC,Recreate illegally,,0
25/01/2018,10,1,Medium,Quebec,QC,Recreate illegally,,0
25/01/2018,5.357142857,28,Medium,Quebec,QC,Recreate illegally,,0
25/01/2018,5.357142857,28,Medium,Quebec,QC,Recreate illegally,,0
25/01/2018,5.714285714,7,Medium,Quebec,QC,Recreate illegally,,0
25/01/2018,5.714285714,14,Medium,Quebec,QC,Recreate illegally,,0
25/01/2018,4.285714286,14,Medium,Quebec,QC,Recreate illegally,,0
25/01/2018,2.412280702,456,Medium,Quebec,QC,Recreate illegally,,0
25/01/2018,4.285714286,7,Medium,Quebec,QC,Recreate illegally,,0
25/01/2018,5.714285714,3.5,Medium,Quebec,QC,Recreate illegally,,0
25/01/2018,5.357142857,28,High,Quebec,QC,Recreate illegally,,0
25/01/2018,4.285714286,28,High,Quebec,QC,Recreate illegally,,0
25/01/2018,5.714285714,3.5,High,Quebec,QC,Recreate illegally,,0
25/01/2018,4.285714286,7,High,Quebec,QC,Recreate illegally,,0
25/01/2018,5.714285714,3.5,High,Quebec,QC,Recreate illegally,,0
25/01/2018,4.642857143,28,High,Quebec,QC,Recreate illegally,,0
25/01/2018,4.285714286,3.5,High,Quebec,QC,Recreate illegally,,0
25/01/2018,5.714285714,7,High,Quebec,QC,Recreate illegally,,0
25/01/2018,5.714285714,14,High,Quebec,QC,Recreate illegally,,0
25/01/2018,2.857142857,7,High,Quebec,QC,Recreate illegally,,0
25/01/2018,7.142857143,3.5,High,Quebec,QC,Recreate illegally,,0
25/01/2018,5.714285714,14,High,Quebec,QC,Recreate illegally,,0
25/01/2018,4.285714286,7,High,Quebec,QC,Recreate illegally,,0
25/01/2018,6.428571429,28,High,Quebec,QC,Recreate illegally,,0
25/01/2018,6.428571429,7,High,Quebec,QC,Recreate illegally,,0
25/01/2018,5.357142857,28,High,Quebec,QC,Recreate illegally,,0
25/01/2018,4.821428571,28,High,Quebec,QC,Recreate illegally,,0
25/01/2018,6.428571429,7,High,Quebec,QC,Recreate illegally,,0
25/01/2018,5.714285714,28,High,Quebec,QC,Recreate illegally,,0
25/01/2018,7.142857143,7,High,Quebec,QC,Recreate illegally,,0
25/01/2018,5.714285714,3.5,High,Quebec,QC,Recreate illegally,,0
25/01/2018,5.714285714,3.5,High,Quebec,QC,Recreate illegally,,0
25/01/2018,10,1,High,Quebec,QC,Recreate illegally,,0
25/01/2018,4.642857143,28,High,Quebec,QC,Recreate illegally,,0
25/01/2018,7.142857143,3.5,High,Quebec,QC,Recreate illegally,,0
25/01/2018,5.714285714,7,High,Quebec,QC,Recreate illegally,,0
25/01/2018,4.642857143,28,High,Quebec,QC,Recreate illegally,,0
25/01/2018,5.714285714,14,High,Quebec,QC,Recreate illegally,,0
25/01/2018,5.714285714,28,High,Quebec,QC,Medicate legally,Daily,1
25/01/2018,4,20,Medium,Quebec,QC,Medicate illegally,Daily,1
25/01/2018,3.928571429,28,Medium,Quebec,QC,Medicate illegally,Daily,1
25/01/2018,5.714285714,14,High,Quebec,QC,Medicate illegally,Daily,1
25/01/2018,7.142857143,28,High,Quebec,QC,Medicate illegally,Daily,1
25/01/2018,4.285714286,28,High,Quebec,QC,Medicate illegally,Daily,1
25/01/2018,7.142857143,7,High,Quebec,QC,Medicate illegally,Daily,1
25/01/2018,4,1,High,Quebec,QC,Medicate illegally,Daily,1
25/01/2018,4.642857143,28,High,Quebec,QC,Medicate illegally,Daily,1
25/01/2018,3.571428571,28,High,Quebec,QC,Medicate illegally,Daily,1
25/01/2018,6.071428571,28,High,Quebec,QC,Medicate illegally,Daily,0
25/01/2018,5,28,High,Quebec,QC,Medicate illegally,Daily,1
25/01/2018,5.357142857,28,High,Quebec,QC,Medicate illegally,Daily,1
25/01/2018,4.285714286,28,High,Quebec,QC,Medicate illegally,Daily,1
25/01/2018,7.142857143,14,High,Quebec,QC,Medicate illegally,Daily,1
25/01/2018,3.214285714,28,High,Quebec,QC,Medicate illegally,Daily,1
25/01/2018,3.571428571,28,High,Quebec,QC,Medicate illegally,Daily,1
25/01/2018,5.714285714,14,High,Quebec,QC,Medicate illegally,Daily,1
25/01/2018,7.142857143,28,High,Quebec,QC,Medicate illegally,Daily,1
25/01/2018,3.928571429,28,,Quebec,QC,Recreate illegally,Daily,35
25/01/2018,5.714285714,28,Low,Quebec,QC,Recreate illegally,Daily,20
25/01/2018,3.571428571,28,Low,Quebec,QC,Recreate illegally,Daily,20
25/01/2018,5.357142857,28,Medium,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,6.428571429,14,Medium,Quebec,QC,Recreate illegally,Daily,46
25/01/2018,5,28,Medium,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,4.464285714,28,Medium,Quebec,QC,Recreate illegally,Daily,0
25/01/2018,4.642857143,28,Medium,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5,28,Medium,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,7,Medium,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,7,Medium,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,7,Medium,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5,28,Medium,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,14,Medium,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,6.428571429,7,Medium,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,28,Medium,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,7.142857143,3.5,Medium,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,6.428571429,28,Medium,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,6.428571429,14,Medium,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,3.5,Medium,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,14,Medium,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,3.571428571,28,Medium,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,4.285714286,28,Medium,Quebec,QC,Recreate illegally,Daily,20
25/01/2018,5.714285714,3.5,Medium,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,3.571428571,28,Medium,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,28,Medium,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,3.5,Medium,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,28,Medium,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,7,Medium,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,7,Medium,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,3.571428571,28,Medium,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,7.142857143,7,Medium,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,7,Medium,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,6.071428571,28,Medium,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.357142857,28,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,7,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,7.142857143,7,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5,7,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,3.5,High,Quebec,QC,Recreate illegally,Daily,42
25/01/2018,4.464285714,28,High,Quebec,QC,Recreate illegally,Daily,100
25/01/2018,4.464285714,28,High,Quebec,QC,Recreate illegally,Daily,100
25/01/2018,6.428571429,28,High,Quebec,QC,Recreate illegally,Daily,56
25/01/2018,6.428571429,28,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.357142857,28,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,14,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,7.5,14,High,Quebec,QC,Recreate illegally,Daily,46
25/01/2018,5,28,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,7,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,14,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,7.142857143,7,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,4.642857143,112,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,14,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,7.142857143,3.5,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,14,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,6.428571429,7,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,2.857142857,3.5,High,Quebec,QC,Recreate illegally,Daily,74
25/01/2018,6.428571429,7,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,28,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,7.142857143,3.5,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,6.428571429,7,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,14,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5,28,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,3.5,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,6.25,16,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5,28,High,Quebec,QC,Recreate illegally,Daily,42
25/01/2018,6.666666667,3,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,28,High,Quebec,QC,Recreate illegally,Daily,40
25/01/2018,4.285714286,3.5,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,28,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5,14,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,4.642857143,28,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5,14,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,14.28571429,7,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.357142857,28,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,7.142857143,7,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.892857143,28,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,7,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,6.428571429,28,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5,28,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,3.5,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,4.285714286,28,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5,7,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5,14,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.357142857,28,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,3.571428571,28,High,Quebec,QC,Recreate illegally,Daily,56
25/01/2018,5,28,High,Quebec,QC,Recreate illegally,Daily,56
25/01/2018,4.285714286,28,High,Quebec,QC,Recreate illegally,Daily,0
25/01/2018,5.714285714,7,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,3.5,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,7,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,4.642857143,28,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.357142857,28,High,Quebec,QC,Recreate illegally,Daily,52
25/01/2018,5.714285714,28,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,7.142857143,7,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,6.071428571,28,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,28,High,Quebec,QC,Recreate illegally,Daily,20
25/01/2018,7.142857143,3.5,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,28,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,6.428571429,14,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,14,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,28,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,6.428571429,7,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5,28,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,14,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,6.428571429,28,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,28,High,Quebec,QC,Recreate illegally,Daily,1
25/01/2018,7.142857143,3.5,Medium,Quebec,QC,Medicate illegally,Weekly,2
25/01/2018,5.714285714,3.5,Medium,Quebec,QC,Medicate illegally,Weekly,2
25/01/2018,3.571428571,28,Medium,Quebec,QC,Medicate illegally,Weekly,2
25/01/2018,3.928571429,28,Low,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,5,8,Medium,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,7.142857143,3.5,Medium,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,5.714285714,7,Medium,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,3.571428571,28,Medium,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,5.714285714,7,Medium,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,4.285714286,14,Medium,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,6.428571429,7,Medium,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,5.714285714,7,Medium,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,5.714285714,7,Medium,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,2.857142857,7,Medium,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,4.285714286,28,Medium,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,3.571428571,7,Medium,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,5.714285714,28,Medium,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,4.464285714,28,Medium,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,10,3.5,Medium,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,7.142857143,14,Medium,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,3.571428571,28,Medium,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,7.142857143,28,High,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,6.428571429,7,High,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,5.714285714,3.5,High,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,5.714285714,3.5,High,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,5.714285714,3.5,High,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,3.714285714,3.5,High,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,3.571428571,28,High,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,6.428571429,28,High,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,7.142857143,3.5,High,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,2.857142857,3.5,High,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,6.428571429,7,High,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,5,28,High,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,5.714285714,7,High,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,5.357142857,28,High,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,5,7,High,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,4,3.5,High,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,5,7,High,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,7.142857143,7,High,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,6.428571429,14,High,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,7.142857143,7,High,Quebec,QC,Recreate illegally,Weekly,2
25/01/2018,5.714285714,7,Medium,Quebec,QC,Medicate illegally,Monthly,3
25/01/2018,5.357142857,28,High,Quebec,QC,Medicate illegally,Monthly,3
25/01/2018,5.714285714,3.5,High,Quebec,QC,Medicate illegally,Monthly,3
25/01/2018,6.428571429,7,High,Quebec,QC,Medicate illegally,Monthly,2
25/01/2018,4.5,1,Low,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,5.714285714,3.5,Medium,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,5.714285714,7,Medium,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,5.714285714,3.5,Medium,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,5.714285714,3.5,Medium,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,5.714285714,7,Medium,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,7.142857143,7,Medium,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,5.714285714,7,Medium,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,7.142857143,7,Medium,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,7.142857143,3.5,Medium,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,6.428571429,7,Medium,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,7.142857143,14,Medium,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,7.142857143,3.5,Medium,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,5,1,Medium,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,4.285714286,7,Medium,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,6.428571429,7,Medium,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,5,7,Medium,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,7.142857143,7,Medium,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,7.142857143,7,Medium,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,5.714285714,7,High,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,10,1,High,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,3.428571429,3.5,High,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,3.571428571,28,High,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,5.714285714,28,High,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,5,1,High,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,7.142857143,7,High,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,6.428571429,7,High,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,4.285714286,28,High,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,5,1,High,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,6,1,High,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,7.142857143,7,High,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,14.28571429,3.5,High,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,5.714285714,3.5,High,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,6.428571429,28,High,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,5,7,High,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,5.714285714,7,High,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,7.142857143,7,High,Quebec,QC,Recreate illegally,Monthly,3
25/01/2018,6.428571429,14,High,Quebec,QC,Recreate illegally,Monthly,3
